gpt2_enc_noaug,2,CodqNx1ukOc
gpt2_enc_chataug,1,CodqNx1ukOc
lstm_attn_noaug,3,CodqNx1ukOc
gpt2_enc_noaug,1,9InBmD_Miek
lstm_attn_noaug,3,9InBmD_Miek
gpt2_enc_chataug,2,9InBmD_Miek
gpt2_enc_noaug,1,OZv8mtQEgA0
gpt2_enc_chataug,2,OZv8mtQEgA0
lstm_attn_noaug,3,OZv8mtQEgA0
gpt2_enc_noaug,3,ZgooDijn2as
gpt2_enc_chataug,1,ZgooDijn2as
lstm_attn_noaug,2,ZgooDijn2as
lstm_attn_noaug,3,bPWbeWf5xNI
gpt2_enc_chataug,1,bPWbeWf5xNI
gpt2_enc_noaug,2,bPWbeWf5xNI
gpt2_enc_chataug,1,_Slo8QXYOp8
lstm_attn_noaug,3,_Slo8QXYOp8
gpt2_enc_noaug,2,_Slo8QXYOp8
lstm_attn_noaug,2,E3F9bzeCgTQ
gpt2_enc_chataug,1,E3F9bzeCgTQ
gpt2_enc_noaug,3,E3F9bzeCgTQ
gpt2_enc_chataug,1,J2BDMndrvhA
gpt2_enc_noaug,3,J2BDMndrvhA
lstm_attn_noaug,2,J2BDMndrvhA
gpt2_enc_chataug,2,LQYd-dsz62M
gpt2_enc_noaug,3,LQYd-dsz62M
lstm_attn_noaug,1,LQYd-dsz62M
lstm_attn_noaug,1,yTq3Kr3jkvs
gpt2_enc_chataug,2,yTq3Kr3jkvs
gpt2_enc_noaug,3,yTq3Kr3jkvs
gpt2_enc_chataug,2,dCCh6POPUeA
gpt2_enc_noaug,1,dCCh6POPUeA
lstm_attn_noaug,3,dCCh6POPUeA
gpt2_enc_chataug,1,JZyw6YUsGzo
lstm_attn_noaug,3,JZyw6YUsGzo
gpt2_enc_noaug,2,JZyw6YUsGzo
gpt2_enc_noaug,2,ChCdYoDz7CY
lstm_attn_noaug,3,ChCdYoDz7CY
gpt2_enc_chataug,1,ChCdYoDz7CY
gpt2_enc_noaug,2,mBNdDQamtXA
gpt2_enc_chataug,1,mBNdDQamtXA
lstm_attn_noaug,3,mBNdDQamtXA
gpt2_enc_chataug,1,CFT9P94NMDw
lstm_attn_noaug,2,CFT9P94NMDw
gpt2_enc_noaug,3,CFT9P94NMDw
gpt2_enc_chataug,2,uAgizG1hYw0
lstm_attn_noaug,3,uAgizG1hYw0
gpt2_enc_noaug,1,uAgizG1hYw0
gpt2_enc_chataug,3,bPWbeWf5xNI
gpt2_enc_noaug,2,bPWbeWf5xNI
lstm_attn_noaug,1,bPWbeWf5xNI
lstm_attn_noaug,3,XvN-qr-WYmw
gpt2_enc_chataug,1,XvN-qr-WYmw
gpt2_enc_noaug,2,XvN-qr-WYmw
gpt2_enc_noaug,3,WoWF7gGzGVY
lstm_attn_noaug,2,WoWF7gGzGVY
gpt2_enc_chataug,1,WoWF7gGzGVY
gpt2_enc_chataug,3,HSrzR9hhEe8
lstm_attn_noaug,2,HSrzR9hhEe8
gpt2_enc_noaug,1,HSrzR9hhEe8
gpt2_enc_chataug,2,fPYeqTFc3IQ
gpt2_enc_noaug,1,fPYeqTFc3IQ
lstm_attn_noaug,3,fPYeqTFc3IQ
gpt2_enc_noaug,1,kUQ1xfK82Q0
gpt2_enc_chataug,2,kUQ1xfK82Q0
lstm_attn_noaug,3,kUQ1xfK82Q0
gpt2_enc_chataug,1,CBUAy9Zl6ZE
gpt2_enc_noaug,3,CBUAy9Zl6ZE
lstm_attn_noaug,2,CBUAy9Zl6ZE
gpt2_enc_noaug,2,0QYNC7J05XI
lstm_attn_noaug,1,0QYNC7J05XI
